10000
53719.63443,18,33,481837967
99555.7171,18,36,508557874
53653.38803,18,66,121467478
68405.86054,18,135,228377705
75448.70333,18,146,388970557
48773.46867,18,171,250031099
64211.55848,18,221,464156632
79461.67463,18,256,884761446
74368.21451,18,258,513619640
69742.74208,18,264,807584535
71864.24417,18,285,299645205
59602.01857,18,313,573531603
44565.73086,18,320,802252055
54561.4179,18,389,722182755
418.0780526,18,405,267466203
61245.08709,18,410,936073916
90533.76512,18,439,695027128
47828.79098,18,517,123685530
92325.0363,18,518,922418473
96987.14218,18,578,677429781
88401.83295,18,724,281015037
47985.99557,18,817,494008601
28488.28642,18,840,357511916
53412.90353,18,843,184698693
19076.45234,18,862,216875007
34306.8373,18,874,468842064
81264.47838,18,887,420912137
74620.76465,18,897,424955394
7600.025549,18,941,600174965
34974.3694,18,991,928844776
6124.073658,18,992,515585502
14460.42857,18,1179,206286301
15391.17236,18,1291,101121896
51844.9165,18,1332,434172975
13531.87329,18,1349,411961299
76182.28324,18,1361,186834728
12490.07728,18,1363,426792765
10985.27214,18,1397,482692507
24986.17946,18,1404,472322439
99887.80789,18,1419,828321746
60947.01231,18,1488,514220472
58173.70159,18,1495,528963208
10698.71893,18,1595,433825455
84800.94632,18,1600,552244113
27082.38822,18,1631,902533514
39710.74313,18,1648,792783745
89912.60684,18,1657,123146302
80263.98617,18,1693,337230612
19040.28124,18,1707,612473959
28427.33326,18,1744,259295793
73332.34033,18,1796,531590577
95324.95871,18,1887,511716749
83620.17276,18,2004,392788800
95243.38482,18,2005,929800823
47811.82809,18,2012,565078831
40414.96783,18,2041,273681375
82040.98345,18,2206,771910662
92422.63605,18,2235,785410502
88178.66996,18,2253,935067541
1228.766189,18,2349,264683503
82257.61151,18,2371,495235813
42299.00064,18,2372,716927238
3320.71095,18,2495,879168183
79879.07607,18,2500,316525299
54086.46859,18,2562,368908774
89595.36717,18,2646,200926549
42515.35302,18,2660,665041332
28914.03356,18,2724,988443696
83494.41314,18,2726,473099583
96284.4256,18,2742,418579930
96165.48213,18,2758,309115751
19085.64606,18,2763,512561818
97836.77066,18,2803,646341140
60596.64953,18,2832,525440847
65080.45981,18,2847,852916472
13654.40114,18,2860,545649240
66256.12669,18,2899,710975094
32039.04215,18,2915,361590006
12734.87516,18,2927,835582660
42129.89959,18,2978,330378787
98239.07549,18,3009,308679746
27463.15012,18,3057,237418929
32101.44441,18,3086,612531366
77672.55832,18,3104,884455239
72557.27156,18,3155,800937684
25280.45284,18,3170,140107081
32693.81278,18,3245,660309988
44193.97507,18,3262,197504964
499.2045406,18,3293,720837101
85659.90746,18,3330,783690125
2476.479353,18,3372,267899685
19566.30954,18,3388,396842288
24531.58571,18,3453,643148913
99402.44571,18,3493,636144803
91582.01215,18,3522,569588353
27562.92102,18,3525,461005533
37673.14726,18,3600,418103511
64610.75268,18,3615,435204418
11259.63165,18,3666,766538652
48381.25813,18,3694,572456857
83450.72114,18,3702,144756232
75855.12631,18,3778,673252801
2373.552993,18,3802,511030036
25882.96019,18,3852,795178826
99800.8634,18,3874,377905506
47834.81488,18,3885,304073571
34025.36684,18,3905,352982780
61272.68357,18,3963,823972318
90063.20674,18,3987,114646775
15706.67463,18,4008,309314829
71757.34946,18,4033,730831179
46230.26205,18,4129,577555078
59929.30441,18,4145,424521449
79411.47296,18,4149,284647592
54159.15502,18,4176,271078318
75006.27026,18,4301,727180367
36836.85834,18,4305,925840775
44056.25318,18,4307,463900224
44192.22966,18,4312,273767454
67189.4287,18,4344,764386087
92412.99968,18,4387,672696388
20587.15276,18,4405,921569681
90158.80048,18,4461,334392144
28832.85493,18,4465,711989584
90669.96804,18,4503,555457886
4357.426824,18,4508,184819228
14455.76217,18,4567,675163373
64558.36034,18,4579,526942894
2516.796516,18,4649,572355029
78810.63161,18,4681,963233231
58245.27917,18,4698,508429272
29458.24491,18,4735,319137648
30349.08373,18,4769,616407977
86953.79194,18,4775,606428490
25164.73884,18,4791,563459234
71167.15978,18,4801,496023573
12905.52178,18,4834,195483539
73688.90992,18,4926,908850564
22172.01756,18,4991,606390407
71475.80062,18,5011,915696254
99679.63088,18,5164,172708989
99418.20952,18,5186,153904113
21657.22161,18,5210,482181850
46992.73842,18,5329,106168037
77851.61667,18,5390,101047305
61510.96426,18,5406,827627317
58525.56448,18,5421,325626961
43449.88291,18,5428,683433834
70896.61488,18,5486,646394485
29573.60303,18,5568,819518397
62345.69372,18,5809,957665312
44209.96903,18,5816,477302497
43072.10801,18,5854,483314016
54674.48276,18,5866,256894338
28672.54044,18,5937,109534041
35771.60076,18,5970,524872171
29146.46092,18,5979,493752954
65713.76315,18,6053,250202818
38709.8105,18,6073,463796650
10569.5106,18,6085,442537364
59032.79073,18,6087,767745065
29255.86322,18,6100,262511439
25794.94664,18,6131,149116530
69473.23576,18,6210,797776850
81753.09747,18,6228,757359586
33843.26394,18,6256,713347343
32636.26517,18,6294,102271991
13948.09293,18,6462,705798495
31058.38591,18,6516,482831092
3055.550198,18,6535,868046068
37167.51538,18,6539,258663177
56041.91777,18,6608,681238503
7682.673605,18,6614,870268311
57241.13929,18,6632,232522161
69050.63606,18,6649,629342046
11312.79352,18,6667,495032937
89908.6448,18,6670,997672777
79202.85582,18,6706,469456583
36317.4753,18,6746,246644060
4656.779537,18,6800,984541607
43669.99813,18,6813,838751932
33837.28697,18,6845,730021326
69579.55893,18,6857,961551492
23503.1702,18,6859,573408027
46382.72636,18,6862,293438833
83461.55226,18,6867,752296517
68591.73469,18,6872,682684946
32320.01395,18,6873,711808573
81776.0026,18,6933,818005866
95437.23749,18,6949,396894507
13835.98838,18,6967,727557823
98431.33342,18,7021,726098907
49833.2175,18,7085,667366814
38083.37762,18,7092,282112886
19044.1985,18,7214,436875297
79157.47144,18,7260,241185886
96973.27508,18,7268,483863263
3942.025341,18,7396,656108846
38118.1535,18,7443,561099445
59198.17046,18,7465,988611298
80428.48696,18,7477,509945260
7526.435669,18,7505,414886048
77712.71026,18,7530,309915195
19330.20039,18,7538,513922890
77862.07685,18,7593,439869894
49326.45271,18,7698,336999320
17161.55637,18,7717,171870141
69835.53939,18,7726,770078284
48327.47687,18,7730,277313100
43271.22115,18,7779,525390496
43198.48564,18,7780,625944670
